apt_code,apt_name,si,gu,dong,연면적,관리비부과면적,total_home_num,일반인원,경비인원,청소인원,const_firm,const_complete,건축면적,아파트평형,층수,parking_num,아파트시설,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,예산지출액,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,음식물처리방식,청소 연간예산 지출액,청소세대당청소인원,소독면적,소독 년 예산 지출액,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,수선유지충당금,수선유지대체금,전체동수,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,주거전용면적
A15875101,목동1단지,서울,양천구,목5동,219212,216994,1882,22,84,16,삼성종합건설,1985-11-01 00:00:00.0,26712.92,,5|15,1104,관리사무실.경로당.입주자집회소.놀이터.체육시설.주차장.오수정화조.공동저수시설.지하음용수.승강기,직원선임,관리유,관리무,0,카메라 140대,주차장.승강기안.복도.현관.놀이터,,0,격일제,,0,,215815,0,28대,,1985년 설치,로프식,1.2층 제외,,0,0,월3회,0,0,34,자연급수 및 가압(부스타)방식,,A15875101,158055,126.880561,37.5392044,목동서로,38,서울특별시 양천구 목동 901 목동1단지,아파트,서울특별시 양천구 목동서로 38,240,502,972,,169924.45
A14077901,한남힐스테이트,서울,용산구,한남동,56723,39307,283,,7,,현대건설,2003-10-01 00:00:00.0,3575,,15|,478,관리사무소경로당어린이놀이터경비초소정화조승강기비상저수조등,자체관리,관리,유,0,6대(16분할),지하주차장엘리베이터관리소놀이터,유,0,격일제,5개소 3회/주,0,70.75/명,3576,0,15층용 12대 3층용 1대,전체,2003년도설치 6년간운행,로프식,전층운행,인바터2개,0,0,2-3회,0,0,6,부스터방식,,106-80-03175,,127.0038012,37.5287855,장문로,141,서울특별시 용산구 한남동 807 한남힐스테이트,아파트,서울특별시 용산구 장문로 141,0,120,136,,31933.876
A15777501,방화12단지(중앙),서울,강서구,방화2동,65845,65845,930,7,10,4,중앙하이츠,,0,,15,422,,전기안전대행업체위탁,관리,무,245628530,93,놀이터2 주차장28 엘레베이터11 관리소0 현관32 옥외20,,92668560,격일제,,39779220,,0,4627840,15층용 11대,,( )년도 설치 ( )연간 운행,로프식,,,7260000,605000,,39368270,0,8,고가수조,852번지,109-80-01671,157775,126.80664,37.5697906,양천로6길,28,서울특별시 강서구 방화동 852 방화12단지(중앙),아파트,서울특별시 강서구 양천로6길 28,930,0,0,,46610.1
A13770801,방배한신트리플,서울,서초구,방배4동,21498,9279,163,4,2,1,한신공영,,0,,12층,163,3층 6층 8층 정원,전기안전대행업체위탁,관리 야간당직,무,0,15대,현관1 승강기2 주차장9 옥외3 ,무,0,격일제,매일,0,( 163세대/1명),9279,600000,2대,전체(FM),(2004)년도 설치 (5)연간 운행,로프식,12층제외,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),2376000,198000,,7587470,0,1,부스텀방식,816-1,114-80-03647,137708,126.9893021,37.4912762,방배로33길,29,서울특별시 서초구 방배동 816-1 방배한신트리플,주상복합,서울특별시 서초구 방배로33길 29,144,19,0,,7271.55
A15271601,서울수목원현대홈타운스위트,서울,구로구,항동,38277,27817,245,4,4,3,케이앤드탑(주),2004-12-01 00:00:00.0,6681,108.8|109.34|109.37|128.34|141.79,1|5,305,관리사무소경로당놀이터근린생활시설녹지시설통신시설가스공급시설난방시설급배수시설배기시설보안등안내표지판공동저수시설전기시설TV공동시청안테나주차장,직원선임,관리,,135280610,81대,지상주차장승강기,유,54540000,24시간교대근무,청소,34830480,3분의1,44187,2599200,25대,용역,5년,현대,5층,아직없음,16500000,0,없음,16199660,2846250,11,부스터,,113-80-04717,,126.8198155,37.4842505,연동로13길,25,서울특별시 구로구 항동 233 서울수목원현대홈타운스위트,아파트,서울특별시 구로구 연동로13길 25,0,205,40,,21761.0932
A13113006,신내경남아너스빌,서울,중랑구,신내동,29056,22064,214,3,2,2,경남기업,,0,,15층,18,,,방재실 근무,세대 코콤설치,114000000,72대,방재실 경비실,관리실 수불,32400000,격일제,,21240000,,2786,1836000,9대,,,장애인용 로프식 VVVF,,,7128000,1190970,,0,0,4,부스타 방식,804번지,204-80-09018,131130,127.0970347,37.6037982,봉화산로56길,112,서울특별시 중랑구 신내동 804 신내경남아너스빌,아파트,서울특별시 중랑구 봉화산로56길 112,0,214,0,,17650.52
A13776508,반포푸르지오,서울,서초구,반포2동,32930,23545,237,4,6,2,(주)대우,,2.35,,12층,250,관리실경비실사랑방어린이놀이터지하주차장,전기안전대행업체 위탁,관리,,0,54개,놀이터주차장엘리베이터공동현관,방문경비실,0,격일제,위탁,0,237/2,32930,0,10대,전체,9년,로프식,지하1층~지상12층),,0,0,,0,0,3,부스터방식,10번지,114-80-03574,137765,126.9971987,37.5040994,신반포로15길,4,서울특별시 서초구 반포동 10 반포푸르지오,아파트,서울특별시 서초구 신반포로15길 4,65,172,0,,18354.09
A15606005,한강쌍용,서울,동작구,본동,23192,16420,161,4,2,1,쌍용건설(주),,0,,17층,164,주민공동시설 독서실 경로당 어린이놀이시설 등,전기안전대행업체 위탁,관리,무,0,2대,놀이터 지하주차장 승강기 현관출입구 정후문출입구,유,0,격일제 교대, 1개소 주 3회,0,161,16420,0,4대,단순계약,1999년 설치 10년간 운행,로프식,전층운행(라인별 1층 제외),,0,550440,1건/월,0,0,2,고가수조방식,150번지,108-80-00970,156060,126.9529795,37.5121972,노량진로24길,2,서울특별시 동작구 본동 150 한강쌍용,아파트,서울특별시 동작구 노량진로24길 2,81,48,32,,12549
A13991017,월계초안산쌍용,서울,노원구,월계2동,29883,22569,225,3,4,2,쌍용건설(주),,0,,15,236,,안전관리대행,설치,무,90000000,30,E/L지하주차장놀이터후문,경비실,60000000,24시간 격일근로,무,21200000,1인당 115세대,0,0,9대,,,미쓰비스엘리베이터,15층6대14층1대7층1대9층1대,,0,0,,0,0,4,부스타방식,945,2178008484,139910,127.0443868,37.6304246,덕릉로60길,222,서울특별시 노원구 월계동 945 월계초안산쌍용,아파트,서울특별시 노원구 덕릉로60길 222,60,165,0,,17569.05
A13876108,송파파인타운6단지,서울,송파구,장지동,72224,52677,564,6,6,6,경남기업,,0,,20,619,임대분양혼합단지,,관리,유,0,5,지하주차장승강기놀이터,무,0,격일제,7개소,0,,0,0,15,,,로프식,,,0,0,,0,0,7,부스터방식,847번지,215-80-10970,138761,127.1320225,37.4802994,충민로6길,14,서울특별시 송파구 장지동 847 송파파인타운6단지,아파트,서울특별시 송파구 충민로6길 14,225,339,0,,42285.52
A13671205,종암SK,서울,성북구,종암동,144122,144122,1318,15,20,14,SK건설,,0,,27,1503,관리사무소경로당놀이터상가유치원,상주,상주,,380493240,9,엘리베이터내1층현관지하주차장놀이터,,302793600,격일제,위탁처리,127788000,,144122,16218000,21,위탁,10년,로프식VVVF,지하2층지상27층,,16632000,0,,0,0,6,지하저수조옥상물탱크,SK아파트,209-82-64422,2798,127.0369642,37.6010883,종암로24가길,53,서울특별시 성북구 종암동 104-1 종암SK,아파트,서울특별시 성북구 종암로24가길 53,438,524,356,,111292.4
A15209003,청실아파트,서울,구로구,개봉1동,14898,14166,156,1,4,2,,,0,,15,113,,외부대행유지관리,유,,0,5,승강기2  폐기물재활용 어린이놀이터 주차장,,50000000,격일제근무,,15000000,,20000,2500000,2,수의계약(1년),23,,15층,수시로 ,0,0,3-4건,0,0,1,스텐레스관. 부스터펌프,서울시 구로구 개봉동 175-8,113-80-01758,152090,126.8597726,37.4954923,경인로40길,25,서울특별시 구로구 개봉동 175-8 청실아파트,아파트,서울특별시 구로구 경인로40길 25,0,156,0,,10762.56
A15176602,봉천건영6차아파트,서울,관악구,봉천동,23306,17960,184,4,2,2,(주)건영,,0,,19층,167,관리사무실경비실경로당어린이놀이터주차장승강기,전기안전대행업체위탁,관리,무,0,5개,놀이터 주차장 엘레베이터 정문 후문,유,0,격일제,없음,0,92세대,17960,0,3대,전체(FM),,로프식,전층운행,,0,460350,,0,0,3,고가수조,서울시 관악구 청룡동 1701번지 건영아파트,A15176602,8833,126.9518898,37.4770751,관악로,133,서울특별시 관악구 봉천동 1701 봉천건영6차아파트,아파트,서울특별시 관악구 관악로 133,76,89,19,,13760.34
A13671204,종암2차아이파크,서울,성북구,종암동,117514,78755,782,7,7,8,현대산업개발(주),,0,77.539|78.542|105.200|137.355,20|,901,노인정 관리사무소 어린이놀이터 도서실,안전관리자 상주,관리,유,0,12대,놀이터 주차장현관입구,무,117984000,격일제,6개소 주 3회,85344000,115세대/인당,78755,7716000,25대,전체(FM),(2005)년도 설치 (4)연간 운행,로프식,전층운행,,23100000,3612520,5건/월,0,0,15,부스터방식,131,2098263404,136712,127.0309927,37.5973718,종암로9길,71-0,서울특별시 성북구 종암동 131 종암2차아이파크,아파트,서울특별시 성북구 종암로9길 71,255,419,108,,63101.829
A14272303,한일유앤아이,서울,강북구,미아동,63155,48538,384,5,4,5,한일건설(주),2002-11-01 00:00:00.0,344138,,17|19,531,관리사무소 경로당 입주자집회소 어린이놀이터 주차장 오수정화조 공동저수시설 승강기 등,전기안전대행업체위탁,관리,무,190352850,,놀이터 주차장 엘레베이터 1층현관 인도,무,0,격일제,4개소 6회/주,50438640,( 100세대/명),48538,4404000,15층용 2대 17층용 4대 18층용 6대,전체(FM),2002년도 설치 ( 7)연간 운행,로프식,전층운행,,11520000,1692900,,11433400,0,8,부스터방식,,210-82-64572,,127.0365907,37.6148297,월계로21가길,41,서울특별시 강북구 미아동 1355 한일유앤아이,아파트,서울특별시 강북구 월계로21가길 41,0,251,133,,37144.474
A12078704,홍제원 현대,서울,서대문구,홍제2동,128750,102766,939,10,9,9,현대건설,2000-06-01 00:00:00.0,8326.88,,18|,1130,,직원선임,화재수신반(관리 비관리) 승강기비상호출(관리 비관리) CCTV 야간당직자(관리 비관리),,0,,관리사무소(  대) 놀이터( 대) 주차장( 대) 엘리베이터( 대),없음,0,격일,,0,,0,0,22,,,,,,0,0,,0,0,15,,459,110-80-00240,12078,126.9495987,37.5876675,통일로34길,43,서울특별시 서대문구 홍제동 459 홍제원 현대,아파트,,298,358,283,,80719.1
A13679902,돈암힐스테이트,서울,성북구,돈암2동,29669,19451,200,4,4,2,현대건설(주),,0,,12층,0,,전기안전대행업체위탁,,,0,,,,0,격일제,,0,,0,0,9대,,,,,,0,0,,0,0,6,,639,,136799,127.0149705,37.5986397,아리랑로,68,서울특별시 성북구 돈암동 639 돈암힐스테이트,아파트,서울특별시 성북구 아리랑로 68,88,72,40,,15826.88
A13077702,휘경 미소지움아파트,서울,동대문구,휘경1동,50115,34620,345,4,8,3,신성건설,1999-08-01 00:00:00.0,2307,82.87|109.7|142.65,6층|25,401,,전기안전대행업체위탁,관리,무,100889204,3,승강기내부.1층승강기앞. 지하1층주차장.지하2층주차장.놀이터. 후문,유,106645237,격일제,2개소 ,25918660,,34620,2880000,7대,전체(FM),1999년 설치. 10년간 운행,로프식,전층운행,,5040000,1055340,1건/월,14122900,0,5,고가수조,106번지,205-80-00650,130777,127.0644927,37.5915179,망우로,105,서울특별시 동대문구 휘경동 106 휘경 미소지움아파트,아파트,서울특별시 동대문구 망우로 105,189,100,56,,26182.44
A13671203,종암선경아파트,서울,성북구,종암동,25065,22236,238,,,,선경건설,,0,,21,162,관리동1어린이놀이터1노인정1경비실2,용역,여,,372000000,,,,0,,,0,,0,0,,,,,,,0,0,,0,0,2,고가수조방식,34-3,209-82-60196,136712,127.0338125,37.5944341,종암로5길,36,서울특별시 성북구 종암동 34-3 종암선경아파트,아파트,서울특별시 성북구 종암로5길 26,86,152,0,,16584.4
A15375809,독산주공14단지,서울,금천구,독산1동,54437,53394,840,9,10,5,대한주택공사,,0,,15|,0,관리실경로당입주자집회소어린이놀이터저수조실기계실전기실,법정선임자 상주,관리,무,250827250,51개소,각동현관입구승강기지상주차장어린이놀이터,무,140085600,격일제,무,50772840, 168명/1인,53394,3876600,11인승 13대,전체,1990년설치(2009년 전면교체공사),로프식,1.2층 제외,쉬브로프브레이크완충기 등 사용년한에 따라 교체,7800000,1415700,2~3건,48893700,0,5,고가수조,,119-82-61234,153758,126.8865685,37.4601188,한내로,69-54,서울특별시 금천구 독산동 1088 독산주공14단지,아파트,서울특별시 금천구 한내로 69-54,750,90,0,,41208
A15677204,사당신동아4단지,서울,동작구,사당동,91646,91646,912,,,,신동아건설,,0,,15층,613,,직접,유,무,0,비공개,비공개,유,0,격일제,,0,,91646,0,15대,위탁,4년,Bronze,전층,,0,0,,0,0,8,지하저수조(3대)고가수조(13대),신동아4단지아파트,,6998,126.9764363,37.4886826,동작대로29길,110,서울특별시 동작구 사당동 105 사당신동아4단지,아파트,서울특별시 동작구 동작대로29길 110,465,207,240,,71938.17
A13779431,신반포22,서울,서초구,잠원동,16840,16840,132,5,6,1,한신공영(주),,0,,12층|,185,관리소어린이놀이터공동저수시설주차장분기기계실분기전기실발전실,전기안전관리자 상주,화재수신반(1~2호라인초소)1 승기강비상호출5 cctv 3,무,56885860,4,승강기5 현관6 후문1 정문1,무,188132453,격일제,2개소,15329350,132세대/1명,16840,1528200,5,전체(POG),4년6월,로프식,전층운행,2004.5~12월 : 승강기 5대 교체 (?70000000),4620000,0,무,8163406,628350,1,지하저수조고가수조,65-32 신반포7차22차아파트 관리사무소,114-80-06168,137794,127.0079051,37.5124574,잠원로,86,서울특별시 서초구 잠원동 65-33 신반포22,아파트,서울특별시 서초구 잠원로 86,0,0,132,,15167.56
A12271402,갈현베르빌주상복합아파트,서울,은평구,갈현2동,35525,31911,175,4,4,3,대교 대앤에스,2004-06-01 00:00:00.0,4231.1,106.863|152.067|179.313|219.373,24층|B3,270,체육관노인정놀이터경비초소,전기안전대행업체위탁,관리,무,109694210,39,지하주차장승강기내부1층현관 등,유,65485920,격일제,,32529180,,0,3720000,4대,FM(책임보수),2004년 설치 5년간운행,로프식,전층,,9240000,0,건/월,14652740,0,1,부스터방식,465-12,110-80-06021,122714,126.9168122,37.6122422,연서로,149,서울특별시 은평구 갈현동 465-12 갈현베르빌주상복합아파트,주상복합,서울특별시 은평구 연서로 149,34,18,123,,19138.587
A13991015,월계유원,서울,노원구,월계2동,18132,15061,154,1,2,1,유원건설,,0,,20층,151,관리사무소 주차장 어린이놀이터 경로당 등,전기안전대행업체 위탁,관리,무,0,,놀이터 지하주차장 승강기 내외부,무,0,격일제,,710000,,15061,165000,4대,,1998년도 설치 11년간 운행,,전층운행(1-2층 제외),,4224000,550440,,0,0,1,고가수조방식,880번지(덕릉로60길 252),210-82-61600,139910,127.0454771,37.629816,덕릉로60길,252,서울특별시 노원구 월계동 880 월계유원,아파트,서울특별시 노원구 덕릉로60길 252,66,88,0,,11428.62
A13879102,잠실5단지아파트 입주자대표회의,서울,송파구,잠실3동,455033,451120,3930,41,75,40,LH공사,1977-11-01 00:00:00.0,0,112.2|115.5|118.8,15|,,,,관리,무,0,188,놀이터 주차장 엘레베이터 관리소,무,100015350,격일제,,37990000,,326090,35979996,AC-2 55대,전체(FM),,,12층제외,,182042000,8000000,,0,0,30,고가수조,,219-82-01929,138791,127.093004,37.5143691,송파대로,567,서울특별시 송파구 잠실동 27 잠실5단지아파트 입주자대표회의,아파트,서울특별시 송파구 송파대로 567,0,3930,0,,310408.5
A13770105,반포미도2차,서울,서초구,반포동,41174,40712,435,6,8,4,한보건설,,0,,15층,320,관리사무소노인정 놀이터공부방농구장경비실,비상주,야간당직자 있슴,,0,14대,승강기1층로비비상계단정문후문,,0,격일제,집하장투입후 구청지정업체에서처리,0,,40712,0,5대,1년단위,20년,위탁,,2009년4월리모델링공사완료,0,544500,,0,0,3,저수조및고가주소,(반포동),114-80-01144,6592,127.0075124,37.5023578,사평대로,240,서울특별시 서초구 반포동 60-5 반포미도2차,아파트,서울특별시 서초구 사평대로 240,60,375,0,,30352.95
A13410011,고덕리엔파크2단지,서울,강동구,강일동,87368,61635,636,6,6,7,신동아,,10153,,17,726,,상주,유,유,0,138,경비실 ,,0,격일,,0,,0,0,16,,,,,,0,0,,0,0,11,중앙 저수조 공급방식,고덕리엔파크2단지아파트,,5217,127.1731354,37.5597131,고덕로,427,서울특별시 강동구 강일동 717 고덕리엔파크2단지,아파트,서울특별시 강동구 고덕로 427,354,188,94,,46910.37
A12170603,공덕래미안5차,서울,마포구,공덕동,115939,73996,794,7,8,8,삼성물산(주),,0,,17,0,,자체관리,,,0,,,,0,,,0,,0,0,23,,,,,,0,0,,0,0,9,,469번지,105-82-71882,121706,126.9521365,37.5507992,마포대로,167,서울특별시 마포구 공덕동 469 공덕래미안5차,아파트,서울특별시 마포구 마포대로 173-15,449,283,62,,55281.072
A13824006,잠실파크리오,서울,송파구,신천동,1142141,770030,6864,,80,85,6개 시공사,2008-08-01 00:00:00.0,35664.99,52.98|86.84|86.84|86.73|87.13|108.79|108.19|108.79|109.62|149.91|174.05,20 |36,9486,,,관리 ,,0,2400,승강기내부지상1층현관지하1.2층 동 출입구놀이터 ,무인택배,0,1일 3교대,,0,,770030,0,111대,단순계약 ,,루젠(승객용),,,0,12793000,,0,12793000,66,,파크리오,215-80-10363,5507,127.1093216,37.5212508,올림픽로,435,서울특별시 송파구 신천동 17 잠실파크리오,아파트,서울특별시 송파구 올림픽로 435,1388,4260,642,,597298.22
A13822004,잠실엘스,서울,송파구,잠실동,935380,618666,5678,40,64,71,대림삼성현대현산,,0,,34층,0,경노당 어린이놀이터 체육시설 등등,직원선임,화재수신반(관리) 승강기비상호출(관리) CCTV 야간당직자(관리),홈네트워크(유) 주차관제시스템(유),0,1558대,관리사무소(  대) 놀이터( 대) 주차장( 대) 엘리베이터( 대),택배수령,0,격일제,개소 회/주,0,( 세대/명),935348,0,17인승 117대,부분단순(POG)계약,(2008)년도 설치 (1)연간 운행,로프식,전층운행,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),0,19872270,,0,0,72,부스터방식,19,215-80-11019,138220,127.088451,37.5127515,올림픽로,99,서울특별시 송파구 잠실동 19 잠실엘스,아파트,서울특별시 송파구 올림픽로 99,1150,4042,486,,470139.94
A13822003,잠실리센츠,서울,송파구,잠실동,935053,581999,5563,,,80,우방삼성대우대림,2008-07-01 00:00:00.0,33039.07,,21|33,7451,관리사무실 경로당 입주자대표회의실 경비실 어린이놀이터 체육시설 외,유,유,유,14204000000,,놀이터 주차장 엘레베이터 관리소,유,1820290000,격일제,,1098544000,,582026,53080680,119대,,,,,,0,0,,287342900,0,65,부스터방식,,215-80-10169,13822,127.088451,37.5127515,올림픽로,135,서울특별시 송파구 잠실동 22 잠실리센츠,아파트,서울특별시 송파구 올림픽로 135,1113,3590,860,,447329.99
A13805002,올림픽선수기자촌아파트,서울,송파구,방이동,854994,634679,5540,45,305,72,한신공영(주) 외,,59936.75,,24,7900,어린이놀이터경로당입주자대표회의실 외,상주,유유설치공사 진행 중,없음 유,70333644,없음,없음,경비원 접수,4495869211,격일,유,666149640,0.13,772231,35683878,207대,내정가 이하 최저가 입찰,7년,티센크루프 DY30(VVVF),6층~24층,2003년 리모델링하여 전면 교체,166428000,26435970,0.3건,345188329,0,122,지하저수조,올림픽선수기자촌아파트,215-82-61022,5649,127.1361039,37.5179148,양재대로,1218,서울특별시 송파구 방이동 89 올림픽선수기자촌아파트,아파트,서울특별시 송파구 양재대로 1218,0,2034,2728,,589196.33
A13524011,개포주공1단지,서울,강남구,개포동,240629,240629,5040,19,18,10,대한주택공사,,0,,05,2,관리사무소경비초소저수조노인정어린이놀이터체육시설상가초등학교주민센터지구대,대행위탁,,,549084730,,,,315418652,격일제,,209861550,1인당 504세대,357430,14000000,0,,,,,,0,0,,131368400,0,124,고가수조방식,660-4,213-80-01437,135240,127.0585214,37.4800022,개포로,310,서울특별시 강남구 개포동 660-4 개포주공1단지,아파트,서울특별시 강남구 개포로 310,4975,65,0,,242460.85
A13820201,올림픽훼밀리타운,서울,송파구,문정동,667132,646257,4494,79,82,57,대우럭키개발롯데건설선경건설태평양건설,1988-12-01 00:00:00.0,49266.41,105.786|142.149|161.984|185.125|224.794,1|15,4245,관리실경로당입주자회의실어린이놀이터체육시설주차장오수정화조중간기계실 공동저수시설지하음용수승강기,상주,관리,무,4219574000,,놀이터 주차장 엘레베이터 관리소,무,1738643000,격일제 일근자,개소 회/주,618525000,( 세대/명),0,22664000,151대,,( )년도 설치 ( )연간 운행,로프식,1층제외,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),107811000,0,건/월,458938000,0,56,고가수조,올림픽훼밀리타운,2158261245,138202,127.1143761,37.4885215,중대로,24-0,서울특별시 송파구 문정동 150 올림픽훼밀리타운,아파트,서울특별시 송파구 중대로 24,0,1500,900,,537573.39
A13583507,은마,서울,강남구,대치동,504698,470732,4424,38,94,45,한보,,0,,14,3021,관리사무실경로당입주자집회소어린이놀이터체육시설주차장승강기오수정화조,직원선임,화재수신반 관리 승강기비상호출관리 cctv야간당직자 관리,무,1019661310,45,엘리베이터,택배수령,1747690945,격일제 교대(24시간),42개소 5회/주,554448890,4424/45,470732,33727500,13인승 28대 17인승 14대,종합계약,1979년도 설치 30년간 운행,로프식,123층 제외 운행,쉬브/로브(15년) 카(15년) 권상기(15년) 전기제어반(15년) 브레이커(15년) 완충기(15년) 균형추(15년) 안전장치(15년) 전면교체(30년),62178380,5398470,50건/월,199387630,0,28,고가수조 방식,-0,120-80-00397,6284,127.0650701,37.4977415,삼성로,212,서울특별시 강남구 대치동 316 은마,아파트,서울특별시 강남구 삼성로 212,0,4424,0,,353088.96
A13704901,반포본동아파트,서울,서초구,반포동,427856,394841,3610,40,38,35,대한주택공사,,0,,6|,4026,,상주,관리,무,2819838000,1,7,무,0,격일제,개소 회/주,361818182,( 세대/명),119647,61900000,0,,,,,,0,0,,320115000,0,100,지하저수조,1127,114-82-60166,137049,126.9869329,37.5030465,신반포로,32,서울특별시 서초구 반포동 758 반포본동아파트,아파트,,0,1490,1340,,364010.65
A13984005,월계시영고층,서울,노원구,월계동,280427,280423,3930,35,56,29,미성.미륭.삼호,,23136,,14층|,2055,,직원선임,,,0,33,관리사무소(1대)승강기내(1대) 동 현관(1~2대) 어린이놀이터(1대),,0,격일,,0,,280427,0,37,,,,,,0,0,,0,0,32,고가수조방식,(월계동),210-80-03789,1909,127.0657785,37.6239862,마들로,111,서울특별시 노원구 월계동 13 월계시영고층,아파트,서울특별시 노원구 마들로 59,3930,0,0,,201468
A13606004,돈암동한신한진아파트,서울,성북구,돈암동,659930,492387,3929,132,112,36,한신공영(주) 한진중공업(주),1998-07-01 00:00:00.0,36779.87,79.2|89.1|108.9|132|165|184.8,17|,4564,노인정3개소 어린이놀이터 6개소,,관리,무,13017720744,20,놀이터 주차장 엘레베이터 관리소,무,1671050250,격일제,개소 회/주,329569350,( 109세대/명),491897,33602400,층용 대 층용 대,단순(POG)방식,(1995)년도 설치 (15)연간 운행,로프식(VVVF),12층제외,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),51718800,4230000,30건/월,416555892,0,30,고가수조,609-1,209-82-61783,136060,127.0102405,37.5949161,성북로4길,52,서울특별시 성북구 돈암동 609-1 돈암동한신한진아파트,아파트,서울특별시 성북구 성북로4길 52,684,1493,1488,,387754.77
A12185004,성산시영아파트,서울,마포구,성산2동,280399,232099,3710,30,72,34,유원 선경 대우건설,,0,,14,1217,,대행위탁 직원선임,화재수신반(관리) 승강기비상호출(관리)CCTV야간당직자(관리),,1050021280,33,엘리베이터,택배수령,936643130,결일제,매주3,311400000,,273273,22855560,33,부분단순(PDG)계약,1986년도설치 (23)연간 운행,로프식(VVVF),12층 제외운행,쉬브/로브(7년)브레이커(5년)안전장치(3년),29700000,4345110,월5건,280176004,0,33,고가수조,450번지,105-82-61012,121850,126.9028201,37.5684652,월드컵북로,233-1,서울특별시 마포구 성산동 446 성산시영아파트,아파트,서울특별시 마포구 월드컵북로 235,3710,0,0,,198026.5
A13822002,잠실동트리지움,서울,송파구,잠실동,597873,416100,3696,15000,43,50,GS건설현대건설현대산업개발,,0,,32층,4,관리사무실경로당입주자집회소어린이집어린이놀이터체육시설주차장오수정화조공동저수시설지하음용수승강기,직원선임,화재수신반:관리승강기비상호출:관리 CCTV야간당직자:관리,홈네트워크:유 주차관제관리:유,1023667510,카메라 858대모니터 56대,승강기내부집하장단지내 도로지하주차장어린이놀이터관리동,택배 수령,1099775200,격일제,25개소 매일,1099775200,100세대/명,416100,34688460,75대,부분단순계약,3년,로프식,전층운행,GOV풀리 베어링쿄체도어벨트텐션풀리교체홀도어교체,148500000,13338270,30건,221916310,0,46,부스터방식,35번지 트리지움아파트 생활지원센터,215-80-09847,138220,127.0895562,37.5083905,잠실로,62,서울특별시 송파구 잠실동 35 잠실동트리지움,아파트,서울특별시 송파구 잠실로 62,740,2402,330,,319527.2
A15180705,관악드림타운,서울,관악구,성현동,531140,389396,3544,23,50,29,삼성물산동아건설,,0,,27층,5404,테니스장문화센타탁구장독서실,상근관리,유,,609914000,,각 지하주차장승강기내부놀이터각동 입구놀이마당,택배수령,914721960,격일근무,별도 용역 계약 운영,318388470,3544세대 / 26명,389396,14841600,92,공개 입찰                                      최저가 입찰                               ,8년,LG,1층~27층,승강기 휀 버튼기판 등,40439520,13884000,10건,664550950,17827200,44,6000톤,1712번지,119-82-62285,151807,126.9506808,37.4898239,성현로,80,서울특별시 관악구 봉천동 1712 관악드림타운,아파트,서울특별시 관악구 성현로 80,1044,1468,1032,,302517.6
A13986306,중계그린,서울,노원구,중계동,237406,237406,3481,12184,58,23,서울도시개발공사,,0,,15층,1311,,자체관리,평상관리,무,0,160대,놀이터 주차장 엘레베이터 관리소동대표회의실,무,879000000,격일제, ,172897200,23분지 1,237406,19770000,45대,,(2008)년도 교체연간 운행,VVVF 승객용,전층운행,2008년 전면교체,0,6023160,무,0,0,25,고가수조,502-1,210-82-61823,139863,127.0641156,37.6420264,동일로207길,18,서울특별시 노원구 중계동 502-1 중계그린,아파트,서울특별시 노원구 동일로207길 17,3481,0,0,,166374.24
A13704104,반포자이,서울,서초구,반포1동,814368,520722,3410,27,59,53,GS건설,2009-03-01 00:00:00.0,25737,,23|29,6075,헬스장사우나골프연습장연회실클럽하우스외,자체,관리,유,0,69,승강기내부 각 동현관입구 지하1층 주차장 지하2층 주차장 놀이터,유,0,격일 주 야 비,업체수거 주6회,0,,814363,0,81,전체,2008년 설치,로프식,지하2층 - 29층,,0,0,,0,0,44,부스터방식,20-1.,114-82-62937,137041,127.0135922,37.507538,신반포로,270,서울특별시 서초구 반포동 20-43 반포자이,아파트,서울특별시 서초구 신반포로 270,683,1363,340,,405926.358
A13824005,신천장미1차2차,서울,송파구,신천동,412227,412194,3402,45,90,45,라이프주택개발,,0,,14|,0,,직원선임,관리,무,1275024536,,,,1211424630,격일제,,383424587,,412227,13936136,41대,입찰,약 13년이상,엘지산전,4층~13층,,33945200,54000000,,265120470,0,31,고가수조,7,2198260044,138240,127.0994131,37.519587,올림픽로35길,104,서울특별시 송파구 신천동 11 신천장미1차2차,아파트,서울특별시 송파구 올림픽로35길 104,0,1988,1162,,320135.9
