apt_code,apt_name,si,gu,dong,연면적,관리비부과면적,total_home_num,일반인원,경비인원,청소인원,const_firm,const_complete,건축면적,아파트평형,층수,parking_num,아파트시설,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,예산지출액,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,음식물처리방식,청소 연간예산 지출액,청소세대당청소인원,소독면적,소독 년 예산 지출액,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,수선유지충당금,수선유지대체금,전체동수,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,주거전용면적
A10025203,디에이치 아너힐즈,서울,강남구,개포동,0,142116,,,,,현대건설,,11130.74,,,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,생활지원센터,,6327,,,삼성로,11,서울특별시 강남구 개포동 138 디에이치 아너힐즈,,서울특별시 강남구 삼성로 11,,,,,142115.8804
A10025245,래미안퍼스트하이,서울,성북구,장위동,234586,102867,,,,,서울,,11349.44,,,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,래미안장위퍼스트하이,,2760,,,한천로,713,서울특별시 성북구 장위동 173-114 래미안퍼스트하이,,서울특별시 성북구 한천로 713,,,,,102867.1
A10025263,고덕 그라시움 아파트,서울,강동구,고덕동,811620,504201,4932,,,,대우 SK 현대,,36951.47,,,6905,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,120동 1층 관리지원센터,,5224,,,고덕로,333,서울특별시 강동구 고덕동 212 고덕 그라시움 아파트,아파트,서울특별시 강동구 고덕로 333,,,,,504201.223
A10025283,래미안아트리치 ,서울,성북구,석관동,167606,101672,1091,,,,삼성물산(주),,9205,,,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,석관동 래미안아트리치,,2786,,,돌곶이로8길,22,서울특별시 성북구 석관동 410 래미안아트리치 ,아파트,서울특별시 성북구 돌곶이로8길 22,704,344,43,,73098.17
A10025302,항동하버라인4단지아파트,서울,구로구,항동,43054,43054,297,,,,동부건설,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,항동하버라인4단지,,8368,,,항동로,72,서울특별시 구로구 항동 238 항동하버라인4단지아파트,,서울특별시 구로구 항동로 72,297,0,0,,17419.54
A10025310,백련산 sk뷰 아이파크,서울,은평구,응암동,173574,120185,1305,,,,sk view 현대산업개발,,7252,,,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,백련산 sk뷰 아이파크,,3466,,,응암로30길,16,서울특별시 은평구 응암동 767 백련산 sk뷰 아이파크,,서울특별시 은평구 응암로30길 16,758,499,48,,88337.08
A10025387,항동하버라인2단지,서울,구로구,항동,91223,59327,646,,,,계룡건설,,6240.71,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,항동하버라인2단지 관리사무소,,8362,,,연동로,234,서울특별시 구로구 항동  항동하버라인2단지,아파트,서울특별시 구로구 연동로 234,447,199,0,,42318.42
A10025410,휘경동 sk뷰 아파트,서울,동대문구,휘경동,133637,84851,900,,,,SK건설,,6051.92,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,휘경sk뷰 아파트,,2434,,,휘경로,60,서울특별시 동대문구 휘경동 128-12 휘경동 sk뷰 아파트,,서울특별시 동대문구 휘경로 60,489,355,56,,62091.8
A10025418,래미안 신반포 리오센트,서울,서초구,잠원동,106931,64847,475,,,,삼성물산,,4184.41,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,생활지원센터,,6516,,,잠원로14길,32,서울특별시 서초구 잠원동 161 래미안 신반포 리오센트,아파트,서울특별시 서초구 잠원로14길 32,99,118,258,,48942.62
A10025423,e편한세상서울대입구1단지아파트,서울,관악구,봉천동,111620,75087,711,,,,대림산업(주),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1단지 관리사무소,,8830,,,청룡10길,45,서울특별시 관악구 봉천동 1540-37 e편한세상서울대입구1단지아파트,아파트,서울특별시 관악구 청룡10길 45,196,459,56,,57164.09
A10025428,e편한세상서울대입구 3단지,서울,관악구,봉천동,17046,10883,206,,,,대림산업,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,e편한세상서울대입구 3단지,,8830,,,참숯5길,7,서울특별시 관악구 봉천동 1540-37 e편한세상서울대입구 3단지,아파트,서울특별시 관악구 참숯5길 7,206,0,0,,7569.73
A10025461,래미안장위포레카운티아파트,서울,성북구,장위동,133960,92371,939,,,,삼성물산(주)건설부문,,6311.72,,,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,생활지원센터,,2763,,,장월로,160,서울특별시 성북구 장위동 144-24 래미안장위포레카운티아파트,아파트,서울특별시 성북구 장월로 160,356,556,27,,68537.42
A10025533,용산롯데캐슬센터포레아파트,서울,용산구,효창동,72234,44659,478,,,,롯데건설,,3842.99,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,(효창동 용산롯데캐슬센터포레),,4317,,,백범로,313,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,,서울특별시 용산구 백범로 313,260,206,12,,32777.66
A10025600,e편한세상 염창,서울,강서구,염창동,71580,46902,499,,,,대림산업,,4346.94,,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,e편한세상 염창,,7560,,,공항대로,583,서울특별시 강서구 염창동 277-24 e편한세상 염창,아파트,서울특별시 강서구 공항대로 583,206,293,0,,36155.82
A10025614,항동하버라인3단지,서울,구로구,항동,158337,158334,1170,,,,한신공영,,10567,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,항동하버라인3단지아파트 관리사무소,,8368,,,항동로,43,서울특별시 구로구 항동  항동하버라인3단지,아파트,서울특별시 구로구 항동로 43,836,334,0,,73991.07
A10025633,마포 웨스트리버 태영데시앙아파트,서울,마포구,창전동,43400,43400,276,,,,태영건설,,2444.06,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,마포웨스트리버태영데시앙,,4065,,,서강로3길,32,서울특별시 마포구 창전동 27-19 마포 웨스트리버 태영데시앙아파트,,,38,220,17,,22306.779
A10025638,래미안길음센터피스,서울,성북구,길음동,312313,209679,2352,,,,삼성건설,,15643.08,,,2610,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,래미안길음센터피스,,2727,,,숭인로,50,서울특별시 성북구 길음동 1287 래미안길음센터피스,,서울특별시 성북구 숭인로 50,1632,671,49,,150592.24
A10025657,송파 두산위브아파트,서울,송파구,오금동,35328,32587,269,,,,두산건설,,21387643,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,송파두산위브아파트,,5738,,,성내천로,103,서울특별시 송파구 오금동 135 송파 두산위브아파트,아파트,서울특별시 송파구 성내천로 103,215,54,0,,17484.08
A10025659,응암역효성해링턴플레이스,서울,은평구,신사동,52695,36190,380,,,,효성중공업,,4238.21,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,(신사동 은평신사효성해링턴플레이스아파트),,3437,,,가좌로,334,서울특별시 은평구 신사동 372 응암역효성해링턴플레이스,,서울특별시 은평구 가좌로 334,123,257,0,,26447.77
A10025675,래미안블레스티지,서울,강남구,개포동,362895,215907,1957,,,,삼성물산,,16155.05,,,3153,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,래미안블레스티지 생활지원센타,,6326,,,선릉로,,서울특별시 강남구 개포동 1280 래미안블레스티지,아파트,서울특별시 강남구 선릉로 8,661,780,511,,160922.329
A10025677,은뜨락행복주택,서울,은평구,진관동,30064,20287,350,,,,금호산업(주),,2235.85,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,은뜨락아파트,,3311,,,통일로,,서울특별시 은평구 진관동 122 은뜨락행복주택,아파트,서울특별시 은평구 통일로 972,350,0,0,,14037.539
A10025683,백련산파크자이아파트,서울,은평구,응암동,96903,60933,678,,,,GS건설,,5311.82,,,859,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,3468,,,백련산로,67,서울특별시 은평구 응암동 626-108 백련산파크자이아파트,아파트,서울특별시 은평구 백련산로 67,421,257,0,,46123.88
A99999990,하이퍼2차아파트,서울특별시,마포구,성산동,10,10,100,,,,test,,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,test,A99999990,3901,,,월드컵로,,,,,,,,,
A10025710,경희궁 롯데캐슬아파트,서울,종로구,무악동,33904,20843,195,,,,롯데건설(주),,2520.99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,경희궁 롯데캐슬,,3030,,,통일로,230,서울특별시 종로구 무악동 46 경희궁 롯데캐슬아파트,아파트,서울특별시 종로구 통일로 230,71,100,24,,15308.29
A10025729,목동파크자이아파트,서울,양천구,신정동,57998,39075,356,,,,GS건설,,4011.53,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,목동파크자이아파트,,8102,,,목동남로4길,80,서울특별시 양천구 신정동 171-61 목동파크자이아파트,아파트,서울특별시 양천구 목동남로4길 80,0,347,9,,30332.881
A10025770,아크로 리버하임,서울,동작구,흑석동,109104,108732,1073,,,,대림건설(주),,15981,,,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,아크로리버하임 아파트,,6909,,,현충로,52,서울특별시 동작구 흑석동 158-1 아크로 리버하임,아파트,서울특별시 동작구 현충로 52,313,716,36,,81538.28
A10025768,이편한세상 상도 노빌리티,서울,동작구,상도동,141263,95103,893,,,,대림산업,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,상도2동 상도노빌리티아파트 생활지원쎈터,,6919,,,만양로,6,서울특별시 동작구 상도동 903 이편한세상 상도 노빌리티,,서울특별시 동작구 만양로 6,253,584,56,,70828.56
A10025753,길음뉴타운11단지 롯데캐슬골든힐스아파트,서울,성북구,정릉동,65772,40909,399,,,,롯데건설주식회사,,3467,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,정릉동. 길음11단지 롯데캐슬골든힐스아파트,,2715,,,서경로,60,서울특별시 성북구 정릉동 1053 길음뉴타운11단지 롯데캐슬골든힐스아파트,아파트,서울특별시 성북구 서경로 60,136,263,0,,30114.75
A10025767,홍제센트럴아이파크,서울,서대문구,홍제동,135060,91360,906,,,,현대산업개발,,0,,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,(홍제동 홍제센트럴아이파크),,3730,,,통일로,395,서울특별시 서대문구 홍제동 473 홍제센트럴아이파크,,서울특별시 서대문구 통일로 395,288,559,59,,68259.93
A10025765,은평스카이뷰자이아파트,서울,은평구,진관동,60953,42895,361,,,,GS 건설,,4088.32,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,아파트 관리사무소,,3306,,,통일로,1034,서울특별시 은평구 진관동 62 은평스카이뷰자이아파트,아파트,서울특별시 은평구 통일로 1034,0,361,0,,30519.6543
A10025754,답십리파크자이,서울,동대문구,답십리동,98512,65787,802,,,,gs건설,,6077.91,,,887,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,관리사무소,,2616,,,답십리로56길,105,서울특별시 동대문구 답십리동 25 답십리파크자이,아파트,서울특별시 동대문구 답십리로56길 105,656,146,0,,47844.21
A10025823,래미안개포루체하임,서울,강남구,일원동,154730,96467,850,,,,삼성물산,,9904.39,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,일원동래미안 루체하임,,6344,,,개포로110길,50,서울특별시 강남구 일원동 690-2 래미안개포루체하임,아파트,서울특별시 강남구 개포로110길 50,210,395,239,,71672.53
A10025822,연희파크푸르지오 아파트 ,서울,서대문구,연희동,64034,41366,396,,,,대우푸르지오(주),,3366.44,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,연희파크푸르지오아파트,,3695,,,홍제천로,136,서울특별시 서대문구 연희동 747 연희파크푸르지오 아파트 ,아파트,서울특별시 서대문구 홍제천로 136,136,225,35,,31136.49
A10025836,힐스테이트녹번,서울,은평구,녹번동,128603,82016,952,,,,현대힐스테이트,,7965.03,,,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,힐스테이트녹번 아파트 관리사무소,,3373,,,통일로,610,서울특별시 은평구 녹번동 282 힐스테이트녹번,,서울특별시 은평구 통일로 610,652,296,4,,60955.94
A10025846,래미안베라힐즈아파트,서울,은평구,녹번동,187941,186503,1305,,,,삼성물산,,1392874,,,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,생활지원센터(관리사무소),,3372,,,통일로,630,서울특별시 은평구 녹번동 21-134 래미안베라힐즈아파트,아파트,서울특별시 은평구 통일로 630,589,704,12,,92094.91
A10025850,헬리오시티아파트,서울,송파구,가락동,971190,969877,9510,,,,현대건설삼성물산현대산업개발,,61631.59,,,12096,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,5698,,,송파대로,345,서울특별시 송파구 가락동 479 헬리오시티아파트,아파트,서울특별시 송파구 송파대로 345,2854,5132,1500,,734780.75
A10025867,흑석롯데캐슬에듀포레,서울,동작구,흑석동,84582,52630,545,,,,롯데건설(주),,4768.6,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,흑석롯데캐슬에듀포레아파트,,6973,,,서달로,123,서울특별시 동작구 흑석동 340 흑석롯데캐슬에듀포레,,서울특별시 동작구 서달로 123,278,237,30,,38395.02
A10025858,항동하버라인8단지,서울,구로구,항동,43196,43046,384,,,,(주)대보건설,,43196,,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,항동하버라인8단지,,8368,,,서해안로,2036,서울특별시 구로구 항동  항동하버라인8단지,,서울특별시 구로구 서해안로 2036,384,0,0,,18226.01
A10025855,e편한세상화랑대아파트 ,서울,중랑구,묵동,116254,95940,719,,,,(주)대림산업,,6625.19,,,917,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,묵동e편한세상화랑대 관리사무소,,2030,,,숙선옹주로,45,서울특별시 중랑구 묵동 396 e편한세상화랑대아파트 ,아파트,서울특별시 중랑구 숙선옹주로 45,236,435,48,,55401.14
A10025898,효창파크kcc스위첸,서울,용산구,효창동,31176,19903,199,,,,kcc스위첸,,2197.2,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,(효창동효창파크kcc스위첸),,4318,,,백범로,275,서울특별시 용산구 효창동 117-1 효창파크kcc스위첸,,서울특별시 용산구 백범로 275,81,118,0,,14876.98
A10025927,방배아트자이,서울,서초구,방배동,68451,36733,353,,,,GS건설,,0,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,방배아트자이,,6706,,,명달로9길,57,서울특별시 서초구 방배동 3278 방배아트자이,아파트,서울특별시 서초구 명달로9길 57,133,178,42,,28413.2211
A10025946,금천롯데캐슬골드파크3차아파트,서울,금천구,독산동,171463,121648,1236,,,,롯데건설,,17676.97,,,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,금천롯데캐슬골드파크3차아파트,,8608,,,시흥대로,291,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차아파트,,서울특별시 금천구 시흥대로 291,742,494,0,,86192.1212
A10025976,DMC센트럴아이파크 관리사무소,서울,서대문구,남가좌동,111934,111847,1061,,,,HDC현대산업개발,,8749.12,,,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,DMC2차아이파크 관리사무소,,3670,,,증가로,150,서울특별시 서대문구 남가좌동 369-10 DMC센트럴아이파크 관리사무소,아파트,서울특별시 서대문구 증가로 150,239,693,129,,87034.07
A10026015,반포써밋,서울,서초구,반포동,132136,79790,764,,,,삼호가든4차아파트 주택재건축정비사업조합,,5440.26,,,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6598,,,고무래로,89,서울특별시 서초구 반포동 1342 반포써밋,아파트,서울특별시 서초구 고무래로 89,275,343,146,,61343.5766
A10025985,래미안 구의 파크스위트 아파트,서울,광진구,구의동,137745,87992,854,,,,삼성물산(주),,8400.33,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,래미안 파크스위트 아파트,,4978,,,광나루로,545,서울특별시 광진구 구의동 668 래미안 구의 파크스위트 아파트,,서울특별시 광진구 광나루로 545,313,453,86,,66073.67
A10026023,목동롯데캐슬 마에스트로,서울,양천구,목동,62710,39059,410,,,,롯데건설(주),,5010.88,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,7952,,,목동중앙북로8길,71,서울특별시 양천구 목동 965 목동롯데캐슬 마에스트로,아파트,서울특별시 양천구 목동중앙북로8길 71,220,174,16,,29486.58
A10026036,마포자이3차아파트,서울,마포구,염리동,148606,88379,767,,,,GS건설,,7930.96,,,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,관리사무소,,4127,,,숭문길,98,서울특별시 마포구 염리동 45 마포자이3차아파트,아파트,서울특별시 마포구 숭문길 98,306,449,12,,57914.95
A10026039,천왕이펜하우스8단지,서울,구로구,천왕동,22558,17028,298,,,,동우건설(주),,1817.34,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,천왕이펜하우스8단지관리사무소,,8366,,,금오로,882,서울특별시 구로구 천왕동 276 천왕이펜하우스8단지,아파트,서울특별시 구로구 금오로 882,298,0,0,,10446.4
A10026051,반포래미안아이파크,서울,서초구,반포동,161606,108162,829,,,,삼성물산 현대산업개발,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,반포래미안아이파크 아파트 관리사무소,,6599,,,서초중앙로,220,서울특별시 서초구 반포동 1341 반포래미안아이파크,아파트,서울특별시 서초구 서초중앙로 220,144,237,415,,80426.3
A10026053,마포한강 아이파크,서울,마포구,망원동,64222,40982,385,,,,HDC현대산업개발,,4054.36,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,(망원동마포한강아이파크),,4016,,,희우정로,77,서울특별시 마포구 망원동 458-16 마포한강 아이파크,,서울특별시 마포구 희우정로 77,114,190,81,,31845.35
A10026104,힐스테이트청계,서울,동대문구,답십리동,115465,71041,764,,,,현대건설,,4571.39,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,2597,,,천호대로55길,11,서울특별시 동대문구 답십리동 465 힐스테이트청계,,서울특별시 동대문구 천호대로55길 11,447,317,0,,50379.47
A10026109,창동서울가든아파트,서울,도봉구,도봉동,26749,26575,160,,,,뉴삼익건설산업,,2882.53,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1302,,,도봉산길,35,서울특별시 도봉구 창동 366 창동서울가든아파트,,서울특별시 도봉구 해등로 32,0,0,80,,21063.8
A10026180,롯데캐슬노블레스,서울,동대문구,전농동,87778,56747,584,,,,롯데건설(주),,3506.26,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,.,,2551,,,답십리로23길,30,서울특별시 동대문구 전농동 518 롯데캐슬노블레스,,서울특별시 동대문구 답십리로23길 30,271,313,0,,41106.78
A10026197,문래동모아미래도아파트,서울,영등포구,문래동5가,34969,34969,222,,,,미래도건설,,2189.13,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,문래동5가 문래동모아미래도아파트,,7285,,,선유로9나길,5,서울특별시 영등포구 문래동5가 67 문래동모아미래도아파트,,서울특별시 영등포구 선유로9나길 5,17,205,0,,18399.1
A10026207,서울숲리버뷰자이아파트,서울,성동구,행당동,165016,106408,858,,,,GS건설,,7285.89,,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,서울숲리버뷰자이아파트,,4745,,,고산자로2길,65,서울특별시 성동구 행당동 380 서울숲리버뷰자이아파트,,서울특별시 성동구 고산자로2길 65,150,578,126,,73094.29
A10026227,아크로리버뷰 신반포 ,서울,서초구,잠원동,109026,67035,595,,,,(주)대림건설 ,,3889.98,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,(잠원동 아크로리버뷰 신반포),,6508,,,잠원로,117,서울특별시 서초구 잠원동 159 아크로리버뷰 신반포 ,아파트,서울특별시 서초구 잠원로 117,0,595,0,,48090.86
A10026232,래미안미드카운티,서울,동대문구,답십리동,144294,144294,1009,,,,삼성물산(주) 건설부문,,8218.8,,,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,(답십리동 98-40,,2540,,,답십리로,141,서울특별시 동대문구 답십리동 98-4 래미안미드카운티,,서울특별시 동대문구 답십리로 141,421,548,40,,73177.88
A10026249,송파레미니스2단지,서울,송파구,오금동,95868,69692,818,,,,한신공영(주) 한양산업개발(주,,5171.8,,,886,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5721,,,동남로,341,서울특별시 송파구 오금동 617 송파레미니스2단지,,서울특별시 송파구 동남로 341,598,220,0,,47419.52
A10026299,래미안로이파크아파트,서울,동작구,사당동,117328,68673,668,,,,삼성물산(주),,4902.75,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,생활지원센터,,7001,,,사당로23길,112,서울특별시 동작구 사당동 1159 래미안로이파크아파트,아파트,서울특별시 동작구 사당로23길 112,158,486,24,,53752.64
A10026350,삼성동센트럴아이파크,서울,강남구,삼성동,74102,46757,416,,,,현대산업개발,,3011.8,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,생활지원센터,,6094,,,삼성로,629,서울특별시 강남구 삼성동 188 삼성동센트럴아이파크,아파트,서울특별시 강남구 삼성로 629,115,204,75,,34877.17
A10026411,래미안서초에스티지에스아파트,서울,서초구,서초동,108546,70431,593,,,,삼성물산,,108556.49,,,854,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,104,,6625,,,서운로,104,서울특별시 서초구 서초동 1331 래미안서초에스티지에스아파트,,,91,346,156,,53298.55
A10026362,송파호반베르디움더퍼스트,서울,송파구,오금동,48125,28608,220,,,,(주)호반건설,,2456.05,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,송파호반베르디움더퍼스트,,5730,,,동남로,342,서울특별시 송파구 오금동 619 송파호반베르디움더퍼스트,아파트,서울특별시 송파구 동남로 432,0,0,220,,22321.904
A10026403,고덕숲아이파크아파트,서울,강동구,상일동,114534,71361,687,,,,현대산업개발(주),,6329.17,,,917,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,고덕숲아이파크아파트,,5277,,,고덕로80길,134,서울특별시 강동구 상일동 515 고덕숲아이파크아파트,,서울특별시 강동구 고덕로80길 134,258,387,42,,52861.07
A10026414,은평뉴타운솔하임,서울,은평구,진관동,22371,8219,260,,,,(주)삼전건설,,2628.13,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,지하 1층,,3300,,,통일로,1080,서울특별시 은평구 진관동 59-18 은평뉴타운솔하임,,서울특별시 은평구 통일로 1080,260,0,0,,8219.396
A10026418,e편한세상금호파크힐스,서울,성동구,금호동1가,195524,130787,1330,,,,대림산업,,10307.26,,,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,관리사무소,,4727,,,금호로,140,서울특별시 성동구 금호동1가 280 e편한세상금호파크힐스,아파트,서울특별시 성동구 금호로 140,654,616,60,,95462.16
A10026470,힐스테이트 서울숲 리버,서울,성동구,금호동4가,107557,61809,606,,,,현대건설,,7631.67,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,4743,,,독서당로,344,서울특별시 성동구 금호동4가 1553 힐스테이트 서울숲 리버,아파트,서울특별시 성동구 독서당로 344,237,255,86,,47242.38
A10026517,서울역한라비발디센트럴아파트,서울,중구,만리동2가,32552,21340,199,,,,(주)한라건설,,2558.94,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,서울역한라비발디아파트 관리사무소,,4501,,,만리재로,177,서울특별시 중구 만리동2가 0 서울역한라비발디센트럴아파트,아파트,서울특별시 중구 만리재로 177,0,197,2,,16178.62
A10026571,꿈의숲코오롱하늘채아파트,서울,성북구,장위동,83257,48955,513,,,,코오롱글로벌(주),,3959.49,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,101동지하1 층,,2757,,,돌곶이로,220,서울특별시 성북구 장위동 319 꿈의숲코오롱하늘채아파트,아파트,서울특별시 성북구 돌곶이로 220,242,268,3,,35478.4
A10026604,북한산 더샵,서울,서대문구,홍은동,94686,54604,552,,,,포스코건설,,4222.15,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,3615,,,통일로,510,서울특별시 서대문구 홍은동 464 북한산 더샵,아파트,서울특별시 서대문구 통일로 510,185,291,76,,42118.33
A10026626,금천롯데캐슬골드파크2차,서울,금천구,독산동,29236,29236,292,,,,롯데건설(주),,79162.45,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,금천롯데캐슬골드파크2차,,8608,,,벚꽃로,30,서울특별시 금천구 독산동 1150 금천롯데캐슬골드파크2차,주상복합,서울특별시 금천구 벚꽃로 30,141,151,0,,21234.63
A10026682,위례포레샤인아파트,서울,송파구,장지동,261685,260036,2200,,,,계룡건설,,17996.11,,,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,위례포레샤인아파트,,5814,,,위례순환로,477,서울특별시 송파구 장지동 905 위례포레샤인아파트,아파트,서울특별시 송파구 위례순환로 477,1758,442,0,,121619.37
A10026720,래미안 프리미어 팰리스,서울,광진구,자양동,64779,29828,264,,,,삼성물산,,3752.53,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,(자양동 래미안프리미어팰리스),,5026,,,아차산로,345,서울특별시 광진구 자양동 859 래미안 프리미어 팰리스,아파트,서울특별시 광진구 아차산로 345,48,192,24,,21635.76
A10026734,송파레미니스아파트,서울,송파구,오금동,69081,46917,575,,,,한신공영(주),,3625.7,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,송파레미니스아파트,,5720,,,성내천로,6,서울특별시 송파구 오금동 616 송파레미니스아파트,아파트,,439,136,0,,31913.81
A10026748,옥수파크힐스아파트,서울,성동구,옥수동,287808,181723,1976,,,,대림산업(주),,16938.5,,,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,관리사무소,,4731,,,매봉길,50,서울특별시 성동구 옥수동 528 옥수파크힐스아파트,아파트,서울특별시 성동구 매봉길 50,1131,747,98,,135264.23
A10026759,용산푸르지오써밋,서울,용산구,한강로2가,47211,47211,151,,,,대우건설(주),,4375.49,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,용산푸르지오써밋,,4378,,,한강대로,69,서울특별시 용산구 한강로2가 391 용산푸르지오써밋,주상복합,서울특별시 용산구 한강대로 69,0,0,63,,21533.8365
A10026792,백운한비치2차,서울,금천구,시흥동,13856,10866,112,,,,백운건설,,1277,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,시흥동 백운한비치2차,,8571,,,금하로23길,52,서울특별시 금천구 시흥동 1018 백운한비치2차,아파트,서울특별시 금천구 금하로23길 52,31,81,0,,8631.57
A10026797,당산롯데캐슬프레스티지 아파트,서울,영등포구,당산동4가,22832,21992,198,,,,롯데건설(주),,0,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,당산동4가 당산롯데캐슬프레스티지아파트,,7216,,,영신로,237,서울특별시 영등포구 당산동4가 99 당산롯데캐슬프레스티지 아파트,아파트,서울특별시 영등포구 영신로 237,0,198,0,,16827.08
A10026834,힐스테이트 백련산4차 아파트,서울,은평구,응암동,147041,96169,963,,,,현대건설,,9050.59,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,힐스테이트백련산4차아파트,,3469,,,백련산로,37,서울특별시 은평구 응암동 0 힐스테이트 백련산4차 아파트,아파트,서울특별시 은평구 백련산로 37,397,566,0,,71910.74
